Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
[268]    0.0    0.38    0.00 654530083         __gnu_cxx::__promote_2<float, double, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type>::__type std::pow<float, double>(float, double) (cmath:434 @ 40ec7c) [268]
-----------------------------------------------
                0.35    0.00 654536679/654536679     Tree::Update() (main_v2.3.2.cpp:1395 @ 404687) [162]
[272]    0.0    0.35    0.00 654536679         Tree::Growth() (main_v2.3.2.cpp:1118 @ 403118) [272]
-----------------------------------------------
                0.32    0.00 654536679/654536679     Tree::Growth() (main_v2.3.2.cpp:1201 @ 40362b) [233]
[279]    0.0    0.32    0.00 654536679         Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1228 @ 403772) [279]
-----------------------------------------------
                0.24    0.00 213842063/213842063     Tree::Growth() (main_v2.3.2.cpp:1197 @ 40361f) [288]
[296]    0.0    0.24    0.00 213842063         Tree::UpdateTreeBiometry() (main_v2.3.2.cpp:1259 @ 4039b0) [296]
-----------------------------------------------
                0.16    0.00 147772310/147772310     Tree::DisperseSeed() (main_v2.3.2.cpp:1343 @ 403f9b) [287]
[315]    0.0    0.16    0.00 147772310         Species::FillSeed(int, int) (main_v2.3.2.cpp:568 @ 401f72) [315]
-----------------------------------------------
                0.03    0.00     163/726         AllocMem() (main_v2.3.2.cpp:2263 @ 409609) [346]
                0.03    0.00     163/726         AllocMem() (main_v2.3.2.cpp:2265 @ 40965b) [347]
                0.07    0.00     400/726         Initialise() (main_v2.3.2.cpp:2040 @ 4084fa) [328]
[320]    0.0    0.14    0.00     726         maxf(float, float) (main_v2.3.2.cpp:330 @ 40e0c3) [320]
-----------------------------------------------
                                                 <spontaneous>
[357]    0.0    0.03    0.00                 std::atan2(float, float) (cmath:164 @ 40df04) [357]
-----------------------------------------------
                0.02    0.00 27111540/27111540     UpdateTree() (main_v2.3.2.cpp:2708 @ 40ad74) [212]
[359]    0.0    0.02    0.00 27111540         Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:919 @ 402126) [359]
-----------------------------------------------
                0.00    0.00    6596/27002806     Tree::FallTree() (main_v2.3.2.cpp:1449 @ 404c8b) [285]
                0.00    0.00  203392/27002806     Tree::Update() (main_v2.3.2.cpp:1391 @ 40466c) [311]
                0.01    0.00 26792818/27002806     Tree::Update() (main_v2.3.2.cpp:1378 @ 4042b5) [367]
[373]    0.0    0.01    0.00 27002806         Tree::Death() (main_v2.3.2.cpp:1302 @ 403cb6) [373]
-----------------------------------------------
                0.00    0.00  978000/978000      UpdateTree() (main_v2.3.2.cpp:2731 @ 40ae85) [325]
[482]    0.0    0.00    0.00  978000         Species::UpdateSeed() (main_v2.3.2.cpp:635 @ 40202c) [482]
-----------------------------------------------
                0.00    0.00  640000/640000      OutputField() (main_v2.3.2.cpp:2980 @ 40c764) [826]
[483]    0.0    0.00    0.00  640000         Tree::histdbh() (main_v2.3.2.cpp:1520 @ 405428) [483]
-----------------------------------------------
                0.00    0.00  160000/160000      Initialise() (main_v2.3.2.cpp:1834 @ 406dd6) [574]
[484]    0.0    0.00    0.00  160000         Tree::Tree() (main_v2.3.2.cpp:867 @ 40ea50) [484]
-----------------------------------------------
                0.00    0.00  160000/160000      FreeMem() (main_v2.3.2.cpp:3164 @ 40d689) [1043]
[485]    0.0    0.00    0.00  160000         Tree::~Tree() (main_v2.3.2.cpp:884 @ 40eb78) [485]
-----------------------------------------------
                0.00    0.00    6000/6000        Evolution() (main_v2.3.2.cpp:2385 @ 409bc8) [491]
[486]    0.0    0.00    0.00    6000         UpdateTree() (main_v2.3.2.cpp:2579 @ 40a675) [486]
-----------------------------------------------
                0.00    0.00    6000/6000        Evolution() (main_v2.3.2.cpp:2391 @ 409bf0) [1109]
[487]    0.0    0.00    0.00    6000         OutputField() (main_v2.3.2.cpp:2969 @ 40c6f4) [487]
-----------------------------------------------
                0.00    0.00    6000/6000        Evolution() (main_v2.3.2.cpp:2385 @ 409bc8) [491]
[488]    0.0    0.00    0.00    6000         UpdateField() (main_v2.3.2.cpp:2400 @ 409bf7) [488]
-----------------------------------------------
                0.00    0.00    6000/6000        Evolution() (main_v2.3.2.cpp:2389 @ 409bdb) [388]
[489]    0.0    0.00    0.00    6000         UpdateTreefall() (main_v2.3.2.cpp:2742 @ 40aecc) [489]
-----------------------------------------------
                0.00    0.00    6000/6000        Evolution() (main_v2.3.2.cpp:2391 @ 409bf0) [1109]
[490]    0.0    0.00    0.00    6000         Average() (main_v2.3.2.cpp:2786 @ 40b067) [490]
-----------------------------------------------
                0.00    0.00    6000/6000        main (main_v2.3.2.cpp:1662 @ 406120) [458]
[491]    0.0    0.00    0.00    6000         Evolution() (main_v2.3.2.cpp:2385 @ 409bc8) [491]
                0.00    0.00    6000/6000        UpdateTree() (main_v2.3.2.cpp:2579 @ 40a675) [486]
                0.00    0.00    6000/6000        UpdateField() (main_v2.3.2.cpp:2400 @ 409bf7) [488]
-----------------------------------------------
                0.00    0.00     163/815         Species::Init(int, std::basic_fstream<char, std::char_traits<char> >&) (main_v2.3.2.cpp:484 @ 40194e) [1278]
                0.00    0.00     326/815         Species::Init(int, std::basic_fstream<char, std::char_traits<char> >&) (main_v2.3.2.cpp:502 @ 401ae5) [416]
                0.00    0.00     326/815         Species::Init(int, std::basic_fstream<char, std::char_traits<char> >&) (main_v2.3.2.cpp:504 @ 401c0e) [417]
[492]    0.0    0.00    0.00     815         std::log10(float) (cmath:377 @ 40dfe4) [492]
-----------------------------------------------
                0.00    0.00     163/326         Species::Init(int, std::basic_fstream<char, std::char_traits<char> >&) (main_v2.3.2.cpp:502 @ 401ae5) [416]
                0.00    0.00     163/326         Species::Init(int, std::basic_fstream<char, std::char_traits<char> >&) (main_v2.3.2.cpp:504 @ 401c0e) [417]
[493]    0.0    0.00    0.00     326         __gnu_cxx::__promote_2<double, float, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type>::__type std::pow<double, float>(double, float) (cmath:434 @ 40ec33) [493]
-----------------------------------------------
                0.00    0.00     164/164         Initialise() (main_v2.3.2.cpp:1851 @ 406f79) [582]
[494]    0.0    0.00    0.00     164         Species::Species() (main_v2.3.2.cpp:408 @ 40e1a2) [494]
-----------------------------------------------
                0.00    0.00     164/164         FreeMem() (main_v2.3.2.cpp:3165 @ 40d6ef) [1044]
[495]    0.0    0.00    0.00     164         Species::~Species() (main_v2.3.2.cpp:416 @ 40e1da) [495]
-----------------------------------------------
                0.00    0.00     163/163         Initialise() (main_v2.3.2.cpp:1858 @ 407070) [587]
[496]    0.0    0.00    0.00     163         Species::Init(int, std::basic_fstream<char, std::char_traits<char> >&) (main_v2.3.2.cpp:446 @ 4016de) [496]
-----------------------------------------------
                0.00    0.00     163/163         Species::Init(int, std::basic_fstream<char, std::char_traits<char> >&) (main_v2.3.2.cpp:484 @ 40194e) [1278]
[497]    0.0    0.00    0.00     163         __gnu_cxx::__promote_2<int, double, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type>::__type std::pow<int, double>(int, double) (cmath:434 @ 40ebf3) [497]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1314]
[498]    0.0    0.00    0.00       1         _GLOBAL__sub_I_buffer (main_v2.3.2.cpp:3316 @ 40deea) [498]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) (main_v2.3.2.cpp:3316 @ 40ddd1) [502]
-----------------------------------------------
                0.00    0.00       1/1           main (main_v2.3.2.cpp:1641 @ 40606c) [447]
[499]    0.0    0.00    0.00       1         Initialise() (main_v2.3.2.cpp:1726 @ 406336) [499]
-----------------------------------------------
                0.00    0.00       1/1           main (main_v2.3.2.cpp:1610 @ 405de9) [434]
[500]    0.0    0.00    0.00       1         sgenrand2i(unsigned long) (main_v2.3.2.cpp:3273 @ 40db3e) [500]
-----------------------------------------------
                0.00    0.00       1/1           main (main_v2.3.2.cpp:1675 @ 4061ad) [463]
[501]    0.0    0.00    0.00       1         OutputSnapshot(std::basic_fstream<char, std::char_traits<char> >&) (main_v2.3.2.cpp:3016 @ 40c9b3) [501]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_buffer (main_v2.3.2.cpp:3316 @ 40deea) [498]
[502]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) (main_v2.3.2.cpp:3316 @ 40ddd1) [502]
-----------------------------------------------
                0.00    0.00       1/1           main (main_v2.3.2.cpp:1707 @ 40631d) [478]
[503]    0.0    0.00    0.00       1         FreeMem() (main_v2.3.2.cpp:3162 @ 40d67b) [503]
-----------------------------------------------
                0.00    0.00       1/1           main (main_v2.3.2.cpp:1641 @ 40606c) [447]
[504]    0.0    0.00    0.00       1         AllocMem() (main_v2.3.2.cpp:2244 @ 409499) [504]
-----------------------------------------------
                0.00    0.00       1/1           main (main_v2.3.2.cpp:1645 @ 406076) [449]
[505]    0.0    0.00    0.00       1         BirthInit() (main_v2.3.2.cpp:2367 @ 409b96) [505]
-----------------------------------------------
                0.00    0.00       1/1           main (main_v2.3.2.cpp:1611 @ 405df6) [419]
[506]    0.0    0.00    0.00       1         sgenrand2(unsigned long) (main_v2.3.2.cpp:3222 @ 40d8a7) [506]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2016 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [498] _GLOBAL__sub_I_buffer (main_v2.3.2.cpp:3316 @ 40deea) [71] genrand2i() (main_v2.3.2.cpp:3301 @ 40dc9d) [230] Tree::Growth() (main_v2.3.2.cpp:1179 @ 40347e)
 [499] Initialise() (main_v2.3.2.cpp:1726 @ 406336) [289] genrand2i() (main_v2.3.2.cpp:3299 @ 40dcd8) [278] Tree::Growth() (main_v2.3.2.cpp:1180 @ 403499)
 [486] UpdateTree() (main_v2.3.2.cpp:2579 @ 40a675) [350] genrand2i() (main_v2.3.2.cpp:3303 @ 40dce5) [167] Tree::Growth() (main_v2.3.2.cpp:1181 @ 4034b4)
 [168] UpdateTree() (main_v2.3.2.cpp:2669 @ 40aab7) [400] genrand2i() (main_v2.3.2.cpp:3304 @ 40dd05) [203] Tree::Growth() (main_v2.3.2.cpp:1182 @ 403509)
  [15] UpdateTree() (main_v2.3.2.cpp:2670 @ 40aac3) [161] genrand2i() (main_v2.3.2.cpp:3306 @ 40dd2f) [176] Tree::Growth() (main_v2.3.2.cpp:1183 @ 403541)
 [247] UpdateTree() (main_v2.3.2.cpp:2671 @ 40aafe) [106] genrand2i() (main_v2.3.2.cpp:3309 @ 40dd39) [89] Tree::Growth() (main_v2.3.2.cpp:1185 @ 40357e)
 [158] UpdateTree() (main_v2.3.2.cpp:2673 @ 40ab05) [113] genrand2i() (main_v2.3.2.cpp:3310 @ 40dd56) [151] Tree::Growth() (main_v2.3.2.cpp:1188 @ 4035e3)
  [46] UpdateTree() (main_v2.3.2.cpp:2675 @ 40ab0e) [91] genrand2i() (main_v2.3.2.cpp:3311 @ 40dd62) [261] Tree::Growth() (main_v2.3.2.cpp:1189 @ 4035f4)
   [5] UpdateTree() (main_v2.3.2.cpp:2676 @ 40ab1a) [61] genrand2i() (main_v2.3.2.cpp:3312 @ 40dd73) [255] Tree::Growth() (main_v2.3.2.cpp:1190 @ 403605)
  [20] UpdateTree() (main_v2.3.2.cpp:2677 @ 40ab58) [94] genrand2i() (main_v2.3.2.cpp:3313 @ 40dd84) [197] Tree::Growth() (main_v2.3.2.cpp:1195 @ 403614)
  [57] UpdateTree() (main_v2.3.2.cpp:2679 @ 40ab71) [120] genrand2i() (main_v2.3.2.cpp:3315 @ 40dd90) [288] Tree::Growth() (main_v2.3.2.cpp:1197 @ 40361f)
 [114] UpdateTree() (main_v2.3.2.cpp:2682 @ 40ac10) [506] sgenrand2(unsigned long) (main_v2.3.2.cpp:3222 @ 40d8a7) [233] Tree::Growth() (main_v2.3.2.cpp:1201 @ 40362b)
  [37] UpdateTree() (main_v2.3.2.cpp:2685 @ 40ac1f) [266] sgenrand2(unsigned long) (main_v2.3.2.cpp:3228 @ 40d8fe) [336] Tree::Growth() (main_v2.3.2.cpp:1209 @ 403637)
  [23] UpdateTree() (main_v2.3.2.cpp:2675 @ 40ac23) [267] sgenrand2(unsigned long) (main_v2.3.2.cpp:3230 @ 40d91a) [283] Tree::Growth() (main_v2.3.2.cpp:1219 @ 403750)
 [263] UpdateTree() (main_v2.3.2.cpp:2688 @ 40ac36) [256] Tree::DisperseSeed() (main_v2.3.2.cpp:1323 @ 403d92) [284] Tree::Growth() (main_v2.3.2.cpp:1221 @ 40376f)
 [345] UpdateTree() (main_v2.3.2.cpp:2690 @ 40ac40) [83] Tree::DisperseSeed() (main_v2.3.2.cpp:1328 @ 403da4) [194] Tree::Update() (main_v2.3.2.cpp:1357 @ 403fce)
 [368] UpdateTree() (main_v2.3.2.cpp:2695 @ 40acaa) [389] Tree::DisperseSeed() (main_v2.3.2.cpp:1330 @ 403df5) [40] Tree::Update() (main_v2.3.2.cpp:1361 @ 403fe6)
 [129] UpdateTree() (main_v2.3.2.cpp:2699 @ 40acc5) [351] Tree::DisperseSeed() (main_v2.3.2.cpp:1335 @ 403e7a) [306] Tree::Update() (main_v2.3.2.cpp:1363 @ 404003)
  [79] UpdateTree() (main_v2.3.2.cpp:2704 @ 40ace5) [369] Tree::DisperseSeed() (main_v2.3.2.cpp:1338 @ 403e89) [257] Tree::Update() (main_v2.3.2.cpp:1364 @ 40400e)
  [65] UpdateTree() (main_v2.3.2.cpp:2705 @ 40ad40) [177] Tree::DisperseSeed() (main_v2.3.2.cpp:1340 @ 403e95) [51] Tree::Update() (main_v2.3.2.cpp:1366 @ 404088)
 [212] UpdateTree() (main_v2.3.2.cpp:2708 @ 40ad74) [231] Tree::DisperseSeed() (main_v2.3.2.cpp:1341 @ 403f0f) [196] Tree::Update() (main_v2.3.2.cpp:1368 @ 4040dc)
   [1] UpdateTree() (main_v2.3.2.cpp:2713 @ 40adab) [52] Tree::DisperseSeed() (main_v2.3.2.cpp:1343 @ 403f2d) [343] Tree::Update() (main_v2.3.2.cpp:1372 @ 4040f5)
  [81] UpdateTree() (main_v2.3.2.cpp:2669 @ 40adfd) [174] Tree::DisperseSeed() (main_v2.3.2.cpp:1342 @ 403f65) [371] Tree::Update() (main_v2.3.2.cpp:1375 @ 404129)
 [264] UpdateTree() (main_v2.3.2.cpp:2723 @ 40ae47) [287] Tree::DisperseSeed() (main_v2.3.2.cpp:1343 @ 403f9b) [367] Tree::Update() (main_v2.3.2.cpp:1378 @ 4042b5)
 [125] UpdateTree() (main_v2.3.2.cpp:2725 @ 40ae50) [294] Tree::DisperseSeed() (main_v2.3.2.cpp:1338 @ 403fb6) [300] Tree::Update() (main_v2.3.2.cpp:1380 @ 404372)
 [244] UpdateTree() (main_v2.3.2.cpp:2723 @ 40ae76) [239] Tree::DisperseSeed() (main_v2.3.2.cpp:1348 @ 403fc6) [93] Tree::Update() (main_v2.3.2.cpp:1382 @ 404383)
 [325] UpdateTree() (main_v2.3.2.cpp:2731 @ 40ae85) [323] Tree::BirthFromData(Species*, int, int, float) (main_v2.3.2.cpp:1008 @ 402946) [311] Tree::Update() (main_v2.3.2.cpp:1391 @ 40466c)
 [500] sgenrand2i(unsigned long) (main_v2.3.2.cpp:3273 @ 40db3e) [279] Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1228 @ 403772) [366] Tree::Update() (main_v2.3.2.cpp:1394 @ 40467a)
 [202] sgenrand2i(unsigned long) (main_v2.3.2.cpp:3281 @ 40dbb1) [105] Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1234 @ 403783) [162] Tree::Update() (main_v2.3.2.cpp:1395 @ 404687)
 [487] OutputField() (main_v2.3.2.cpp:2969 @ 40c6f4) [237] Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1239 @ 4037e2) [165] Tree::Update() (main_v2.3.2.cpp:1398 @ 404693)
 [322] OutputField() (main_v2.3.2.cpp:2984 @ 40c7ca) [262] Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1243 @ 40380b) [243] Tree::Average() (main_v2.3.2.cpp:1501 @ 405000)
 [488] UpdateField() (main_v2.3.2.cpp:2400 @ 409bf7) [254] Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1244 @ 403830) [98] Tree::Average() (main_v2.3.2.cpp:1502 @ 405011)
 [187] UpdateField() (main_v2.3.2.cpp:2436 @ 409e1f) [190] Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1245 @ 403855) [154] Tree::Average() (main_v2.3.2.cpp:1503 @ 405026)
  [14] UpdateField() (main_v2.3.2.cpp:2437 @ 409e28) [248] Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1246 @ 403875) [276] Tree::Average() (main_v2.3.2.cpp:1504 @ 40504b)
  [16] UpdateField() (main_v2.3.2.cpp:2436 @ 409e54) [242] Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1247 @ 403895) [273] Tree::Average() (main_v2.3.2.cpp:1505 @ 405072)
 [374] UpdateField() (main_v2.3.2.cpp:2435 @ 409e6e) [160] Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1248 @ 4038bd) [221] Tree::Average() (main_v2.3.2.cpp:1507 @ 4050ca)
 [235] UpdateField() (main_v2.3.2.cpp:2439 @ 409e80) [218] Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1252 @ 4038e9) [139] Tree::Average() (main_v2.3.2.cpp:1508 @ 405116)
 [133] UpdateField() (main_v2.3.2.cpp:2440 @ 409e89) [130] Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1254 @ 403912) [144] Tree::Average() (main_v2.3.2.cpp:1509 @ 40516e)
 [213] UpdateField() (main_v2.3.2.cpp:2439 @ 409eaf) [119] Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1255 @ 403996) [182] Tree::Average() (main_v2.3.2.cpp:1510 @ 4051c1)
  [76] UpdateField() (main_v2.3.2.cpp:2443 @ 409ecc) [308] Tree::UpdateLeafDynamics() (main_v2.3.2.cpp:1257 @ 4039ad) [95] Tree::Average() (main_v2.3.2.cpp:1511 @ 405214)
  [43] UpdateField() (main_v2.3.2.cpp:2444 @ 409ed8) [296] Tree::UpdateTreeBiometry() (main_v2.3.2.cpp:1259 @ 4039b0) [206] Tree::Average() (main_v2.3.2.cpp:1512 @ 4052da)
  [10] UpdateField() (main_v2.3.2.cpp:2445 @ 409ee6) [290] Tree::UpdateTreeBiometry() (main_v2.3.2.cpp:1263 @ 4039c1) [169] Tree::Average() (main_v2.3.2.cpp:1513 @ 40532d)
  [13] UpdateField() (main_v2.3.2.cpp:2446 @ 409f6a) [134] Tree::UpdateTreeBiometry() (main_v2.3.2.cpp:1264 @ 4039ce) [172] Tree::Average() (main_v2.3.2.cpp:1514 @ 405380)
  [63] UpdateField() (main_v2.3.2.cpp:2443 @ 409fc4) [309] Tree::UpdateTreeBiometry() (main_v2.3.2.cpp:1265 @ 403a2d) [110] Tree::Average() (main_v2.3.2.cpp:1515 @ 4053d3)
 [225] UpdateField() (main_v2.3.2.cpp:2491 @ 409fe5) [124] Tree::UpdateTreeBiometry() (main_v2.3.2.cpp:1271 @ 403a95) [219] Tree::CalcLAI() (main_v2.3.2.cpp:1019 @ 402948)
  [59] UpdateField() (main_v2.3.2.cpp:2492 @ 409fee) [299] Tree::UpdateTreeBiometry() (main_v2.3.2.cpp:1276 @ 403b5f) [62] Tree::CalcLAI() (main_v2.3.2.cpp:1020 @ 40295a)
 [156] UpdateField() (main_v2.3.2.cpp:2493 @ 40a021) [136] Tree::UpdateTreeBiometry() (main_v2.3.2.cpp:1282 @ 403b7e) [138] Tree::CalcLAI() (main_v2.3.2.cpp:1030 @ 40296f)
 [186] UpdateField() (main_v2.3.2.cpp:2491 @ 40a047) [180] Tree::UpdateTreeBiometry() (main_v2.3.2.cpp:1285 @ 403bc1) [97] Tree::CalcLAI() (main_v2.3.2.cpp:1031 @ 40297f)
  [86] UpdateField() (main_v2.3.2.cpp:2521 @ 40a1a7) [211] Tree::UpdateTreeBiometry() (main_v2.3.2.cpp:1286 @ 403c11) [209] Tree::CalcLAI() (main_v2.3.2.cpp:1032 @ 402992)
  [35] UpdateField() (main_v2.3.2.cpp:2522 @ 40a1b3) [229] Tree::UpdateTreeBiometry() (main_v2.3.2.cpp:1290 @ 403c49) [245] Tree::CalcLAI() (main_v2.3.2.cpp:1033 @ 4029a5)
   [8] UpdateField() (main_v2.3.2.cpp:2523 @ 40a1cf) [331] Tree::UpdateTreeBiometry() (main_v2.3.2.cpp:1294 @ 403cb3) [281] Tree::CalcLAI() (main_v2.3.2.cpp:1034 @ 4029c2)
  [92] UpdateField() (main_v2.3.2.cpp:2524 @ 40a20a) [359] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:919 @ 402126) [191] Tree::CalcLAI() (main_v2.3.2.cpp:1036 @ 4029d2)
  [85] UpdateField() (main_v2.3.2.cpp:2521 @ 40a244) [390] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:921 @ 402141) [123] Tree::CalcLAI() (main_v2.3.2.cpp:1037 @ 4029f0)
 [375] UpdateField() (main_v2.3.2.cpp:2520 @ 40a274) [391] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:922 @ 40214b) [178] Tree::CalcLAI() (main_v2.3.2.cpp:1038 @ 402a0e)
 [501] OutputSnapshot(std::basic_fstream<char, std::char_traits<char> >&) (main_v2.3.2.cpp:3016 @ 40c9b3) [269] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:924 @ 402166) [159] Tree::CalcLAI() (main_v2.3.2.cpp:1039 @ 402a1b)
 [489] UpdateTreefall() (main_v2.3.2.cpp:2742 @ 40aecc) [392] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:925 @ 402194) [100] Tree::CalcLAI() (main_v2.3.2.cpp:1040 @ 402a28)
 [280] UpdateTreefall() (main_v2.3.2.cpp:2745 @ 40aed9) [401] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:926 @ 4021a1) [143] Tree::CalcLAI() (main_v2.3.2.cpp:1041 @ 402a49)
 [141] UpdateTreefall() (main_v2.3.2.cpp:2746 @ 40aee2) [199] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:927 @ 4021ae) [246] Tree::CalcLAI() (main_v2.3.2.cpp:1042 @ 402a65)
 [226] UpdateTreefall() (main_v2.3.2.cpp:2747 @ 40af1e) [393] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:928 @ 4021c6) [126] Tree::CalcLAI() (main_v2.3.2.cpp:1043 @ 402a6d)
 [329] UpdateTreefall() (main_v2.3.2.cpp:2745 @ 40af3e) [258] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:929 @ 4021d3) [27] Tree::CalcLAI() (main_v2.3.2.cpp:1046 @ 402adc)
 [250] UpdateTreefall() (main_v2.3.2.cpp:2752 @ 40af61) [358] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:930 @ 402254) [41] Tree::CalcLAI() (main_v2.3.2.cpp:1047 @ 402b52)
  [74] UpdateTreefall() (main_v2.3.2.cpp:2753 @ 40af6a) [340] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:931 @ 40226c) [223] Tree::CalcLAI() (main_v2.3.2.cpp:1048 @ 402bd7)
 [121] UpdateTreefall() (main_v2.3.2.cpp:2754 @ 40af9d) [370] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:932 @ 402279) [228] Tree::CalcLAI() (main_v2.3.2.cpp:1049 @ 402be6)
 [234] UpdateTreefall() (main_v2.3.2.cpp:2752 @ 40afc3) [402] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:934 @ 402293) [22] Tree::CalcLAI() (main_v2.3.2.cpp:1050 @ 402bf1)
 [259] UpdateTreefall() (main_v2.3.2.cpp:2763 @ 40afd2) [286] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:936 @ 4022a0) [150] Tree::CalcLAI() (main_v2.3.2.cpp:1049 @ 402c4e)
  [53] UpdateTreefall() (main_v2.3.2.cpp:2765 @ 40afdb) [362] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:939 @ 402348) [47] Tree::CalcLAI() (main_v2.3.2.cpp:1037 @ 402c5d)
 [142] UpdateTreefall() (main_v2.3.2.cpp:2766 @ 40b00e) [363] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:940 @ 402355) [75] Tree::CalcLAI() (main_v2.3.2.cpp:1036 @ 402c89)
 [183] UpdateTreefall() (main_v2.3.2.cpp:2763 @ 40b052) [394] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:941 @ 402363) [145] Tree::CalcLAI() (main_v2.3.2.cpp:1058 @ 402cb5)
 [108] max(int, int) (main_v2.3.2.cpp:342 @ 40e150) [147] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:943 @ 40236f) [483] Tree::histdbh() (main_v2.3.2.cpp:1520 @ 405428)
 [132] max(int, int) (main_v2.3.2.cpp:343 @ 40e163) [403] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:945 @ 4023cd) [179] Tree::FallTree() (main_v2.3.2.cpp:1407 @ 4046a0)
 [207] max(int, int) (main_v2.3.2.cpp:344 @ 40e170) [312] Tree::Birth(Species*, int, int) (main_v2.3.2.cpp:949 @ 4023f5) [111] Tree::FallTree() (main_v2.3.2.cpp:1412 @ 4046b8)
